Bangla,Chakma
ঢোলবাদক,দুম্
ঢোলা পোশাক,ঢুলুং ঢালাং
ঢ্যাড়া,ধেন্ধেরা
তক্কে তক্কে,তাক্তুক্
তক্ষক,হক্কেং
তক্তা,পাত্
তক্তা,তক্তা
তখন,সক্কে
তখন,সেক্কে
তখন,সেক্কেনে
তখন,সক্কেনে
তখন,ওহ্
তখনকার,সেক্কে
তখনকার,সেক্কেনে
তখনকার,ওহ্
তখন থেকে,সিত্তুন্
তখনি,লক্তা
তখনি,লগত্ তগত্
তখনি,লগে লক্
তখনি,লগে লগে
তড়কা,কেরেঙাঃ
তড়িঘড়ি,বিত্বিদেই
তড়িঘড়ি,লগত্ তগত্
তড়িঘড়ি,হিজেহিচ্যা
তত,সেদক্
ততখানি,সেত্তমান্
ততটা,সেত্তমান্
ততদূর,সিত্দূর্
তত বড়,সিত্তুমো
তত বড়,সেত্তুমো
তত বড়,সেম্বা
তত্ত্ব,ভেত্
তত্ত্বাবধান,আহ্ন্জাম্
তত্ত্বাবধায়ক,কারাঘা
তত্ত্বাবধায়ক,থাগা
তৎক্ষণাৎ,বি𑄖𑄴𑄝𑄨দেই
তৎক্ষণাৎ,হিজেহিচ্যা
তৎক্ষণাৎ,লক্তা
তৎক্ষণাৎ,লগত্ তগত্
তৎক্ষণাৎ,লগে লক্
তৎক্ষণাৎ,লগে লগে
তৎপর,মদামত্যা
তৎপর,কাম্মো
তথাকার,সিদুগোর্
তথাকার,সিদুগো
তথাপি,সেবেচ্
তথাপি,তোঃ
তথাপি,যেঃ
তথাপি,তো
তথায়,সিধু
তথায়,সিয়োত্
তথায়,সেন্জু
তদন্ত,তল্বিচ্
তদন্ত করা,উদো লনা
তদমুহুর্তে,লক্তা
তদমুহুর্তে,লগত্ তগত্
তদমুহুর্তে,লগে লক্
তদমুহুর্তে,লগে লগে
তন্দ্রা,ঘুম্
তন্দ্রা,ঝুরোনি
তন্ন তন্ন,পাত্রা পাত্রা
তপস্যা,তবনা
তপস্যা,তপ্
তপ্ত,তাত্যা
তপ্ত,তাদাক্যা
তবলা,তবলা
তবু,তোঃ
তবুও,সেবেচ্
তবুও,তোঃ
তবুও,যেঃ
তবুও,তো
তবে,সেনে
তবে,হালিক্
তবে,মাত্তর্
তমুক,দবনাঃ
তরকারি,তোন্
তরঙ্গ,তুবোল্
তরুণ,তরুনো
তরমুজ,তর্মুজ্
তরা,তরানা
তরিতরকারি,তোন্পাত্
তরুণ,কচ্যা
তরুণ,গাভুর্
তরুণ,গাবুছ্যা
তরুণী,গাবুড়ি
তরুণী,গাভুর্ মিলে
তরুণী,মিলে
তর্ক,কুচ্যা
তর্ক,সোল্
তর্ক,সোল্
তর্ক করা,সোল্ দেনা
তর্ক করা,তাক্তাগানা
তর্ক করা,সোল্ দেনা
তর্ক করা,তাদাক্ তাদাক্ গরানা
তর্কবিতর্ক,সলাসলি
তর্কাতর্কি,উহ্জুদোউহ্জুদি
তর্কাতর্কি,তাদাতাদি
তর্কাতর্কি,সলাসলি
তর্কাতর্কি,সোল্ দেদি
তর্জনি,দেঘান্যা আঙুল্
তর্জনি,থ
তল,উদো
তল,পাত্
তল খোঁজা,থক্ চানা
তল খোঁজা,তলা তগানা
তল খোঁজা,উদো চানা
তল পাওয়া,থক্ পানা
তল পাওয়া,উদো পানা
তল পাওয়া,তলা লাঘত্ পানা
তলা,তলা
তলা,তালা
তলানি পড়া,বঝানা
তল্লাশি,তালাভি
তাঁত,বেন্
তাঁবু,তাম্বুল্
তা,সিয়াঃন্
তাই,সেদ
তাই,সিয়েনত্যায়্
তাই তো,সেদ
তাই তো,সিয়েনত্যায়্
তাই না,অনিঃ
তাই না,অহ্য়্ নি
তাক,চাদারা
তাক,তাক্
তাক,থাক্
তাক করা,তাগানা
তাকানো,রিনি চানাঃ
তাকানো,চানাঃ
তাচ্ছিল্য,নাহাচ্
তাচ্ছিল্য,এহ্লাফেলা
তাড়নায়,সনে
তাড়া,ভান্দি
তাড়া করা,লরানা
তাড়াতাড়ি,ভের্ভেরে
তাড়াতাড়ি,দুদুর্ দাদার্ গরি
তাড়াতাড়ি,ধাবা ধাবা
তাড়াতাড়ি,চের্চেরেই
তাড়াতাড়ি,চেরেত্ চারাত্
তাড়াতাড়ি,চেরেত্ চেরেত্
তাড়াতাড়ি,হাক্কে
তাড়াতাড়ি,ঝাদি
তাড়াতাড়ি,ঝাদিমাদি
তাড়াতাড়ি,তারাতাঙারি
তাড়াতাড়ি,হিজেহিচ্যা
তাড়াতাড়ি,ঘুর্ঘুরে
তাড়াতাড়ি,সবরে
তাড়াতাড়ি,উহ্র্উহ্রে
তাড়ানো,ঝগানা
তাড়ানো,ধাবানা
তাড়াহুড়ো,দুবোদুবি
তাড়াহুড়ো করা,উহ্র্ পরানা
তাড়াহুড়ো করা,উহ্র্ বদানা
তাড়িয়ে দেওয়া,ঝগে দেনা
তাড়িয়ে দেওয়া,ধাবে দেনা
তাড়িয়ে দেওয়া,লরে দেনা
তাড়িয়ে নেওয়া,লরে নেজানা
তাড়িয়ে নেওয়া,লরানা
তাতে,মালে
তাতে,মালেন্
তা দেওয়া,উম্ দেনা
তাপ,ত
তাপ,গরম্
তাবিজ,তাবিত্
তামাক,ধুন্দো
তামাক,ধুন্নো
তামাক পাতা,হাচ্চো পাদা
তামাশা,তামাঝা
তামাশা,বিগিধি
তামাশা,চলাচলি
তামাশা,কিরিমিঃরি
তামাশা করা,তামাঝা গরানা
তামাশা করা,বিগিধি গরানা
তামাশা করা,চলানা
তামাশা করা,চলাচলি গরানা
তার,তা
তার,তার্
তার,উতার্
তার,এতা
তার,এতার্
তার,ফোনো তার্
তার,কারেন্ট তার্
তার চেয়ে,সিত্তুন্
তার চেয়ে,তাত্তুন্
তার থেকে,তাত্তুন্
তারপর,তেঃ
তারপর,সেজেরে
তারপরে,সেবেদেন্
তারপরে,সেবেদে
তারপরে,তেঃ
তার ফলে,সেবেদেন্
তার ফলে,সেবেদে
তার ফলে,তেঃ
তারা,তাড়া
তারা নিজেরা,তাড়া তাড়া
তারিখ,তারিখ্
তাল,তাল্
তাল,গত্
তাল,তাল্গুলো
তালগোল,ওল্ঝোল্
তালগোল,জাগুলুক্
তালবাহানা,তাল়িমালি
তালবাহানা,কজমজ
তালা,তালা
তালাকনামা,ছুরো কাগোচ্
তালাশ,তাল়াচ্
তালি,তালি
তালি,আহ্দ তালি
তালিকা,তাল়িক্
তালিকানুযায়ী,তজিতজি
তালিকাপূর্ণ,তজিম্পুরো
তালিকাপূর্ণ,তজিমুরো
তালু,তাল্লো
তালু,আহ্দ পাদা
তালু,তাগারা
তাহলে,সাল়ে
তাহলে,তেঃ
তাহলে,নেঃ
তাহলে,সালেন্
তিতকুটে,তিদে
তিতকুটে,তিদিরি
তিতকুটে,তিদোরি
তিতা,তিদে
তিতা,তিদিরি
তিতা,তিদোরি
তিতির পাখি,তিদি পেক্
তিতির পাখি,তিধিতিয়োক্
তিরস্কার করা,পের্পেরানা
তির্যক,কেঙর্
তির্যক,কেগর্
তির্যক,তেন্জং
তির্যক,বেঙা
তির্যক,টেরা
তির্যক,টেরচ্
তির্যক,টেঃর্
তির্যক,পাদাড়ি
তীক্ষ্ণ,কেন্কেন্যা
তীক্ষ্ণ,চিম্চিম্যা
তীক্ষ্ণ,ধার্
তীব্র,চংঘা
তীব্র,হুব্
তীব্র,জদবদে
তীব্র,অঘুর্
তীব্র,দক্
তীব্র,কাত্কাত্যা
তীব্র,গুর্গুচ্যা
তীব্র,পাগানাঃ
তীব্র,উজুলোঃ
তীর,পার্
তীর,সেল্
তুই,নাক্খো
তুই,নাক্পুদিমা
তুই,নাক্পুদিবাপ্
তুই,তুই
তুঁত ফল,অফল্
তুচ্ছ,ফেলাচেলা
তুচ্ছ,এহ্লাফেলা
তুচ্ছ,কেচ্চা
তুচ্ছতাচ্ছিল্য,তুচ্ছো তুচ্ছো
তুচ্ছতাচ্ছিল্য করা,গেজা মারানা
তুবড়ি,তারাবাজি
তুমি,নাক্খো
তুমি,নাক্পুদিমা
তুমি,নাক্পুদিবাপ্
তুমি,তুই
তুলনা করা,তলানা
তুলনা করা,মিলানা
তুলনায়,ধারানে
তুলনায়,অহ্ক্কে
তুলনায়,মাখ্যা
তুলসি পাতা,সাবারাং
তুলা,তুলো
তুলে ফেলা,অজদানা
তুলে ফেলা,অগদানা
তুলে ফেলা,উগুরানা
তুল্য,পাড়া
তুষ,তুচ্
তৃণ,হের্
তৃণক্ষেত্র,সন্হলা
তৃণক্ষেত্র,সংলা
তৃণভূমি,সন্হলা
তৃণভূমি,সংলা
তৃপ্তি,ইহ্ল্
তৃষ্ণা,পানিঃথাচ্
তৃষ্ণা,তিরোচ্
তৃষ্ণা,আহ্ওচ্
তৃষ্ণা,মন্ঝুক্
তেঁতুল,তেধোই
তেজ,তেজ্
তেজ,চার্
তেজ,তুর্
তেজ,রত্
তেজপাতা,তেজ্পাদা
তেজী,হেত্রি
তেজী,জেত্
তেজী,তেজি
তেতে ওঠা,তাদানা
তেতো,তিদে
তেতো,তিদিরি
তেতো,তিদোরি
তেতো,তিদেরি
তেমন,সিখ্যা
তেমন,সেজান্
তেমন,সেধক্যা
তেমন,সেয়ান্যা
তেমন,সেন্
তেরছা,তেরছ্যা
তেরছা,তেরচ্
তেরছা,পাদাড়ি
তেলাপোকা,তেল্যাপুক্
তৈরি করা,বানানা
তৈরি করা,তুলানাঃ
তৈলাক্ত,তেল্চিদিরে
তৈলাক্ত,তেল্তেল্
তো,তেঃ
তো,চত্তে
তো,ধ
তো,দ
তো,অহ্লে
তো,ইঝু
তোড়,গোর্
তোড়,গঙার্
তোড়,নাল্
তোতলা,হন্
তোতলা,হনা
তোতলানো,থদানা
তোতলামি,হন্ পিরে
তোতলামি,হনত্ বাঝানা
তোতা (পুরুষ),মদনা
তোতা (পুরুষ),তদেক্
তোতা (পুরুষ),তেয়েঃ তদেক্
তোতা পাখি,তদেক্
তোতা পাখি,কাজলি
তোবড়ানো,মেঃজক্ কেজক্
তোবড়ানো,ভাঙা
তোবড়ানো,তেপ্ পচ্যা
তোমাদের,তম়া
তোমাদের,তম়ার্
তোমার,ত
তোমার,তর্
তোশক,তঝক্
তোলা,তুলানাঃ
তোলা,থুবানা
তোলা,ছরানা
তোলা,আল্গানা
তোলা,তুলানাঃ
তোলা,আলক্ গরানা
তোষামোদ,পাওহ্ম্
তোষামোদ,লুচ্চো
তোষামোদ,উহ্বোর্
তোষামোদ করা,লুচ্চো গালানা
তোষামোদ করা,লুচ্চো অহ্না
তোষামোদ করা,লুচ্চো গরানা
তোষামোদ করা,উহ্বোরানা
তোয়াক্কা করা,রিনানা
ত্বক,চাম্
ত্বরা,চের্চেরেই
ত্বরা,চেরেত্
ত্যাগ করা,ফেলানা
ত্যাগ করা,ইরানা
ত্যাগ করা,ছারি দেনা
ত্রিপুরা,তিবিরে
থলে,কচ্চাল্
থলে,হল্যা
থলে,ঝলা
থলে,ফগনা
থই,থক্
থই খোঁজা,থক্ চানা
থই পাওয়া,থক্ পানা
থর থর করে কাঁপা,থত্থরানা
থরহরিকম্প,থত্থচ্যা
থলথলে,ভিভিক্যা
থাকা,থানা
থাকা,রনাঃ
থানকুনি পাতা,মিন্মিনি
থানকুনি পাতা,মেন্গুনি
থাপ্পড় মারা,চাবারানা
থাপ্পড় মারা,চুগোরানা
থাপ্পড়,চাবর্
থাপ্পড়,চুগোর্
থাবা,ভাগুদো
থাবা চালিয়ে,ভাগত্ গরি
থাবা চালিয়ে,ভাগুদো উরেনেই
থাম,থম্
থাম,হাম্
থাম,থুনি
থামা,থেক্কানা
থামা,ম় অহ্না
থামা,ত অহ্না
থামানো,ত গরানা
থামানো,ম় গরানা
থালা,জাম্
থালা,থাল্
থালা,বাঝোন্
থিতান,বঝানা
থিতু,থিদো
থুত্থুড়ে,ঘুর্ঘুচ্যা
থুত্থুড়ে,অঘুর্
থুথু,সেপ্
থোকা,থুপ্
থোকা,গজর্
থোকা থোকা,ঝলম্ বোত্যা
থোড়,থুর্
দই,দোই
দংশন,হুদো
দংশন,হুদোন্
দংশন,কামর্
দংশন করা,হুদানা
দক্ষ,ওচ্তাত্
দক্ষ,পাংহা
দক্ষ,কাবিল্
দক্ষতা,কাবিল্গিরি
দক্ষতা,ভাচ্
দক্ষিণ,দঘিন্
দখল করা,গঝক্ গরানা
দখল করা,জাগা মারানা
দখল করে রাখা,জুরি থনা
দখল করে রাখা,জুরি থানা
দগ্ধ,ভচ্
দগ্ধ,ভচ্ত
দজ্জাল,হত্তাল্
দড়ি,কাঝি
দড়ি,দরি
দণ্ড,সেজা
দণ্ড,দন্ড
দণ্ড,বারি
দত্তক,পালক্
দপদপ করা,তাঘত্ তাঘত্ গরানা
দফা,উজোল্
দফা,হেপ্
দফা,গেদা
দফা,তপ্ফে
দফা,পল্লা
দফারফা,অহ্য়্ নয়্
দফারফা করা,কেধা পুরানা
দফায় দফায়,তপ্ফে তপ্ফে
দমকল,দম্বল্
দমকা,লেজা
দমকা,ঝল্গা
দম বন্ধ ভাব,উম্সাচ্যা
দমানো,দাবানা
দমানো,দঙানা
দমিত,দঞেয়ে
দম্ভ,বার্
দম্ভ করা,ফর্ফরানা
দর,দর্
দরকার হওয়া,পরানা
দরজা,দোর্
দরদাম,মুলোমুলি
দরদাম,দামাদামি
দরদাম করা,মুলানা
দরিদ্র,নাধা
দরিয়া,দজ্যা
দর্প করা,বার্ গরানাঃ
দর্প করা,চেদানা
দর্প করা,ফর্ফরানা
দল,পাঘোর্
দল,পাথি
দল,ফাক্
দল,দাক্
দল,দাঘি
দল,দল্
দল,জধা
দল,ঝাক্
দল,পাল্
দল,সচ্যা
দলপতি,কার্বারি
দলপতি,চেলা
দলবদ্ধ,ঝাক্কো
দলবদ্ধ,কুর্
দলবদ্ধ,জধা
দলা,চাক্
দলা,দলা
দলা,কুর্
দলা,পিজিল়ে
দলা,লাদি
দলাই মলাই,মেগামেগি
দলাই মলাই করা,পেগানা
দলাই মলাই করা,চগদানা
দলাই মলাই করা,মলানা
দলা পাকানো,অঝক্ কলক্
দলামোচড়া,হক্মক্
দলামোচড়া,দরত্ মড়ত্
দলামোচড়া,দলাম়জা
দশ,দচ্
দশা,দঝা
দশা,ধজা
দশা,ফি
দশা,বলা
দস্তখত,দচ্তক্
দস্যু,ডাগেত্
দয়া,দয়ে
দয়া,চিত্ পুরা
দয়া জাগা,চিত্ পুরানা
দয়া জাগা,দয়ে অহ্না
দয়া জাগা,দয়ে জাগানা
দয়ামায়া,দয়েমেয়ে
দয়ামায়াহীন,অজাবিন্
দয়া হওয়া,চিত্ পুরানা
দয়া হওয়া,দয়ে অহ্না
দয়া হওয়া,দয়ে জাগানা
দা,তাগল্
দা,দে
দাই,অঝা
দাই,অঝাবুরি
দাউ দাউ,দাংদাঙ্যা
দাউ দাউ,দুনুম্ দুনুম্
দাওয়া,পেজাং
দাওয়া,ওজোলেং
দাওয়া,চানাঃ
দাওয়া,ইজোর্
দাওয়া,সাঝি
দাঁড়ি,জিরেন্
দাঁত,দাত্
দাঁতাল,দাদাল্
দাঁড়া,দার্
দাঁড়ানো,থিগানাঃ
দাঁড়ানো,থেগানাঃ
দাঁড়ানো,ম় অহ্না
দাঁড়িপাল্লা,পাল্লা
দাগ,দাগ্
দাগ,দারি
দাগ,পেল্
দাগযুক্ত,দাগাভগা
দাগযুক্ত,দাগ্ দাগ্
দাগযুক্ত,গাপ্ গাপ্
দাগানো,দাগানা
দাতা,দিয়ে
দাতা,গঝেয়ে
দাদ,দোত্
দাদা,দা
দাদা,বত্দা
দাদা,দাঃ
দাদা,দাধা
দাদি,বরঙা
দাদি,নানু
দাদি,বে
দাদী,নানু
দাদী,বে
দাদু,আজু
দাদু,আত্যা
দান,পির্
দান,দান্
দানব,দেন্
দানা,কোলোই
দানা,বিজি
দানাদার,খোর্ খোর্
দানাদার,দাত্ দাত্
দানাদার,বিজিবিজি
দানাদার,বিজিবিজি
দানি(কলমদানি),থক্
দাবদাহ,হরান্
দাবা,দাবা হারা
দাবানল,দাংঙা
দাবানো,দাবানা
দাবি করা,জুরি থনা
দাবি করা,নানু খোলানাঃ
দাবি করা,খোলানাঃ
দামাদামি করা,মুলানা
দামী,মংঘা
দাম্পত্য জীবন,সংসার্
দাম্পত্য জীবন,গিরিত্থি
দাম্ভিক,বার্বো
দারিদ্র্য,রুধো
দাস,গাভুর্
দাস,চাগর্
দাসী,মিলে গাভুর্
দাসী,মিলে চাগর্
দাসী,চাগরানি
দাহ করা,পুরানা
দাহ করা,জালানা
দাড়িয়াবান্ধা,পোঃর্ হারা
দায়,থেগা
দায়গ্রস্ত,লেঞ্জর্
দায়মুক্ত,সারাল্যা
দায়সারা,উগুরে উগুরে
দায়সারা,চগলা চগলা
দায়িত্বমুক্ত,সারাল্যা
দিক,দিক্
দিক,ধারা
দিক,উধিচ্
দিকভ্রান্ত,ওল্
দিকভ্রান্ত,ওল্ঝোল্
দিকে,কিত্যা
দিগম্বর,কচদর
দিগ্বিদিক জ্ঞানহীন,চিলেক্ ভিলেক্
দিগ্বিদিক জ্ঞানহীন,চিলেং ভুত্যাং
দিগ্বিদিক জ্ঞানহীন,চিলেং তিক্তিক্
দিদি,বে
দিদি,বেভে
দিন,দিন্
দিনকাল,দিন্ মাধান্
দিনেদুপুরে,দিন্দিবুছ্যা
দিনেদুপুরে,দিনেদিভদ্রা
দিবস,দিন্
দিব্যি,সবত্
দিব্যি,সমক্
দিব্যি ভালো,গাঅলি গম্
দিল,দিল্
দিশা,দিঝে
দিশা,দিক্কুল্
দিশা,উধিচ্
দিশেহারা,ওল্
দিশেহারা,ওল্ঝোল্
দিশেহারা,দিক্কাবুলো
দিয়াশলাই,চম়ক্
দিয়ে,দিনেই
দিয়ে,দিনেদি
দিয়ে,চত্তে
দীঘল,লাম্বা
দীঘল,দিঘোল্
দীঘল,দিগোল়ি
দীঘি,বিল্
দীপদানি,চেরাগ থক্
দীপ্তিমান,দোদোক্যা
দীপ্তিমান,ফদাংতাং
দীর্ঘ,লাম্বা
দীর্ঘ,দিঘোল্
দীর্ঘ,দিগোল়ি
দীর্ঘধারায়,ধারাদিগোল়ি
দীর্ঘশ্বাস,বন্নিঝেচ্
দীর্ঘসূত্রিতা,ল়াদিগিল্যা
দীর্ঘসূত্রিতা,অহ্লিপ্
দীর্ঘসূত্রিতা,ল়াদিগোলি
দীর্ঘসূত্রিতা,আলেয়ে
দীর্ঘস্থায়ী,বর্গত্
দীর্ঘস্থায়ী ব্যাধি,আগার্ পিরে
দীর্ঘস্থায়ী হওয়া,তিগানা
দুঃখ,দুক্
দুঃখ,কেল়চ্
দুঃখকষ্ট,দুক্
দুঃখকষ্ট,কচ্ত
দুঃখকষ্ট,রন্দুক্
দুঃসাহসী,রম়
দুঃসাহসী,রম়চক্র
দুঃসাহসী,ঘিলে জবর্
দুঃসাহসী,ঘিলে দাদ
দুঃসাহসী,রম়সম
দুঃসাহসী,এক্গঙ্যা
দুঃস্বপ্ন,অরল়া
দুঃস্বপ্ন,ভান্যা সবন্
দুটো,দিভে
দুটো,দিয়ান্
দুধ,দুধ্
দুধের সর,মোলোই
দুনিয়া,দুনিয়ে
দুপুর,দিবুছ্যা
দুমড়ানো,হক্মক্
দুমড়ানো,দরত্ ম়রত্
দুমড়ানো,দরত্ অহ্না
দুমড়ানো,দরত্ পরানা
দুমড়ানো,পেত্ পচ্যা
দুমড়ানো,মেঃজক্ কেজক্
দুমদুম শব্দ করা,দুম্দুমানা
দুরবস্থা,সিচ্জোত্
দুরুহ,আগাথ্যা
দুর্গতি,দার্ঘা
দুর্গন্ধ,বাচ্
দুর্গন্ধ,ভান্যা বাচ্
দুর্গন্ধ,উমেয়েঃ বাচ্
দুর্গম অঞ্চল,ড়িংরাং
দুর্গম অঞ্চল,ড়ুক্যাং
দুর্গম অঞ্চল,কুঃংকাং
দুর্দশা,রুধো
দুর্দান্ত,আগাথ্যা
দুর্দিন,অদিন্
দুর্নাম,ফেচ্
দুর্নাম,বদ্নাং
দুর্বল,পেত্তোমরা
দুর্বল,বল্পচ্যা
দুর্বল,মচ্তবা
দুর্বল,মচ্করা
দুর্বল,মেরা
দুর্বল,মেরামেরা
দুর্বল,লেদা
দুর্বল,আহ্লিমো
দুর্বল মনে করা,অদা পানাঃ
দুর্বল হওয়া,বল্পচ্যা অহ্না
দুর্বোধ্য,ফুরুং ফারাং
দুর্ভিক্ষ,ভাদরাত্
দুর্যোগ,দার্ঘা
দুর্যোগ,কঃত্
দুর্যোগ,দঝা
দুর্যোগ,বলা
দুর্লভ,রাত্
দুর্দান্ত,জবর্
দুর্দান্ত,জদবদে
দুর্দান্ত,অমগদ
দুর্দান্ত,অমগত্য
দুর্নাম করা,চচ্জানা
দুর্নাম করা,বদ্নাং গরানা
দুর্নাম করা,ফেচ্ গরানা
দুলাভাই,বোনোঃই
দুলাভাই,ভোনোজামেই
দুলে ওঠা,ইহ্লোনি বিলোনি
দুশ্চিনত্মা,চিদে
দুষ্ট,দারিত্
দুষ্ট,দারিত্যা
দুষ্ট,ধেং
দুষ্ট,লংকা পোরা
দুষ্ট,সদান্
দুষ্ট,ধেং. কুজুরো
দুষ্ট,ভান্যা
দুষ্ট জায়গা,লাক্যা
দুষ্টমনা,কুজুরো
দুষ্টামি,ধেং
দুষ্টামি,তাল়িমাল়ি
দুষ্টামি,সদান্
দুষ্টামি,দারিত্
দুষ্টামি,বাড়া
দুষ্টামি,বাড়াবাছ্যা
দুষ্প্রাপ্য,রাত্
দুষ্প্রাপ্যতা,রাত্
দূত,এয়োজি
দূর,দুরোত্
দূর,ফারক্
দূরদর্শী,চোক্ লাম্বা
দূরসম্পর্কীয়,সাদাঙা
দূরে থাকা,ইরাইরি
দূরে থাকা,ইরি থানা
দূরে থাকা,দুরোত্ থানা
দৃঢ়,কপ্কপ্যা
দৃঢ়,দড়মর
দৃঢ়,ভির্
দৃঢ়,অক্খর্
দৃঢ়,তাংতাং
দৃঢ় করা,ভিরানা
দৃঢ় থাকা,গাচ্ গরি থানা
দৃঢ় থাকা,দরম়র গরি থানা
দৃঢ় হওয়া,নিচ্ বঝানা
দৃষ্টি,চোক্
দৃষ্টি,চানাঃ
দৃষ্টি বিনিময়,চাঃচি
দৃষ্টি রাখা,চোক্ দেনা
দেউলিয়া,দেবাল্যা
দেউলিয়া,উরোন্
দেওয়া,দেনা
দেখভাল,চেরেত্থা
দেখভাল,তালাভি
দেখভাল,তাল়াচ্
দেখতে দেখতে,ঘুর্ঘুরে
দেখতে দেখতে,চাধে চাধে
দেখতে না দেখতেই,চাধে ন চাধে
দেখতে না দেখতেই,ঘুর্ঘুরে
দেখতে পারা,দেঃ পারানা
দেখতে পারা,চেঃ পারানা 
দেখা,চানাঃ
দেখা,দেঘানা
দেখানো,দেঘানা
দেখা পাওয়া,লাঘত্ পানা
দেখা পাওয়া,লাক্ পানাঃ
দেখাশোনা,চেরেত্থা
দেখাশোনা,তালাভি
দেখাশোনা,তাল়াচ্
দেখাশোনা করা,চানাঃ
দেখাশোনা করা,চেরেত্থা গরানা
দেখে শুনে,চেঃচাই
দেখো,এয়ো
দেড়,দের্
দেনা,কচ্জ
দেবতা,দেবেদা
দেবর,দিওর্
দেমাক,বার্
দেমাগ,গুত্তো
দেমাগ,বার্
দেমাগ,নাক্ অজল্
দেমাগি,বার্বো
দেরি,জের্
দেরি,আলেয়ে
দেরি হওয়া,লেম্ পরানা
দেরি হওয়া,জের্ পরানা
দেশ,দেচ্
দেহ,কিয়ে
দেহ,গা
দেয়া নেয়া,দিয়োন্ সিয়োন্
দেয়া নেয়া,দেদি
দেয়াল,দেল়্যা
দেয়াল,বের্
দৈব,আদে
দৈব,দেব
দৈবধন,মেত্
দৈবধন,আদেধন্
দৈবাৎ,অজমনে
দৈহিক,কিয়েন্দি
দৈহিক,গাঅলি
দোআঁশলা,দবাংসা
দোকান,দোগান্
দোকানদার,দোগানি
দোকানদার,দোগান্দার্
দোচালা,দচাল্যা
দোচালা,দচালা
দোলা,ধুলানা
দোলনা,ধুলোন্
দোলানো,পাগানা
দোলানো,ধুলানা
দোষ,দুচ্
দোষ করা,দঝানা
দোষ করা,দুচ্ কারানাঃ
দোষ করা,দুচ্ গরানাঃ
দোহন করা,দোআনাঃ
দোয়াত,দগচ্
দোয়েল,গুল্চোধুরি
দৌড়,দুমুর্
দৌড়,ধাবা
দৌড় প্রতিযোগিতা,ধাবা দেদি
দৌড়াদৌড়ি,তুদুর্ তাদার্
দৌড়াদৌড়ি,দুদুর্দাদার্
দৌড়াদৌড়ি,ধাবাদেদি
দৌড়াদৌড়ি করা,দুত্দুরানা
দৌড়াদৌড়ি করা,ধাবা দেদি গরানা
দৌড়াদৌড়ি করা,ঝক্ পরানা
দৌড়াদৌড়ি করা,তুত্তুরানা
দৌড়াদৌড়ি করা,দুদুর্ দাদার্ গরানা
দৌড়ানো,দুঙুরানা
দৌড়ানো,দুমুরানা
দৌড়ানো,ধাবা দেনা
দৌড়ে,দুদুর্ দাদার্ গরি
দৌড়ে,ধাবা ধাবা
দ্বিগুণ,দুনো
দ্বিধাগ্রস্ত,সিয়োংসামা
দ্বিপ্রহর,দিবুছ্যা
দ্বেষ,পিঝুম্
দ্রব্য,দরপ্
দ্রুত,হাক্কে
দ্রুত,ঝাদি
দ্রুত,ঝাদিমাদি
দ্রুত,হিজেহিচ্যা
দ্রুত,ঘুর্ঘুরে
দ্রুত,চেরেত্ চেরেত্
দ্রুত,চেরেত্
দ্রুত,চেরেত্ চারাত্
দ্রুত,উহ্র্উহ্রে
দ্রুত,ঝাঁত্ ঝাঁত্
দ্রুত,তচ্ তচ্
দ্রুত,ভিরিত্
দ্রুত,ভুরুত্
দ্রুত,ভের্ভেরে
দ্রুত,উহ্র্উহ্রে
দ্রুত,পাগুল়ুং পাগুল়ুং
দ্রুত,পের্পেরেই
দ্রুত,ফাঁত্
ধক ধক করা,দুনুম্ দুনুম্ গরানা
ধক ধক করা,ধক্ধগানা
ধড়,ম়াদালা
ধড়ফড় করা,দুম্দুমানা
ধড়ফড় করা,ভাগত্ ভাগত্ গরানা
ধড়াম করে,আল্গে তিনেঙে
ধড়াম করে,আল্গে
ধন,ধন্
ধনী,থাগুয়ে
ধনী,ম়াজন্
ধনী,মাঝন্
ধনী হওয়া,লাল্ অহ্না
ধনু,বাদল্
ধনুক,বাদল্
ধনে পাতা,বাঘোর্
ধনেশ পাখি,কেত্কেত্যা
ধনেশ পাখি,রিজাল়্যা
ধবধবে,পঃন্
ধবল,ধুপ্
ধবল,ধল্
ধবল রোগ,কুর্
ধমক,জগার্
ধমক,গবা
ধমক,দম্দমা
ধমক,ঝাঝি
ধমক,ঝারি
ধমনি,নারি
ধরন,ধক্
ধরন,বাবত্
ধরন,বাবদর্
ধরন,ঘাচ্চারা
ধরন,ধক্
ধরাশায়ী,মাত্
ধরাশায়ী,দুঃল্
ধরা,ধরানা
ধর্ম,ধর্ম
ধাওয়া,ধাবা
ধাওয়া করা,লরানা
ধাওয়াপাল্টা ধাওয়া,লরালরি
ধাঁচ,ধক্
ধাঁধা,বানাঃ
ধাক্কা,ধুচ্
ধাক্কা,ধজা
ধাক্কা খাওয়া,দাবর্ হানা
ধাক্কা খাওয়া,ধুচ্ হানা
ধাক্কা খাওয়া,ধজা হানা
ধাত্রী,অঝাবুরি
ধাত্রী,অঝা
ধান,ধান্
ধাপ,কাপ্
ধাপ,পইধে
ধার,পাজারা
ধার,কাজা
ধার,পেলাং
ধার,মাধা
ধার,উধোর্
ধারক,থক্
ধার করা,উদোছ্যা
ধার করা,উধোর্ লনা
ধারা,ধারা
ধারা,ধার্
ধারালো,ধার্
ধারালো,চিম্চিম্যা
